ID [],Local [],Irradiance [W/m^2],T_ambient [Degrees Celsius],T_ground [Degrees Celsius],Wind [m/s],Cloud [okta],Pressure [Pa],Rain [mm/hr],Diffuse [W/m^2],Direct [W/m^2],Elevation [Degrees],Azimuth [Degrees]
6238,0000-09-16 21:30:00,0,13.457,11.729,3.468,4.647,101410.444,0.189,0,0,-29.381,322.925
6239,0000-09-16 22:30:00,0,13.118,11.124,3.512,4.852,101409.957,0.05,0,0,-33.832,339.756
6240,0000-09-16 23:30:00,0,12.96,10.482,3.534,5.167,101409.143,0.13,0,0,-35.641,337.316
6241,0000-09-17 00:30:00,0,12.866,10.252,3.448,5.528,101412.224,0.1,0,0,-34.525,16.177
6242,0000-09-17 01:30:00,0,12.479,10.106,3.364,4.786,101408.985,0.127,0,0,-30.662,33.394
6243,0000-09-17 02:30:00,0,12.173,9.908,3.038,5.434,101406.976,0.073,0,0,-24.599,48.893
6244,0000-09-17 03:30:00,0,12.061,9.708,3.088,4.872,101412.976,0.384,0,0,-16.975,62.72
6245,0000-09-17 04:30:00,0,11.972,9.633,3.081,5.352,101424.985,0.304,0,0,-8.373,75.322
6246,0000-09-17 05:30:00,6.517,12.133,9.606,3.168,5.058,101454.704,0.25,5.796,0.487,0.734,87.272
6247,0000-09-17 06:30:00,58.935,13.27,10.258,3.171,5.667,101483.434,0.193,45.903,11.669,9.934,99.178
6248,0000-09-17 07:30:00,138.617,14.273,10.712,3.54,5.784,101496.641,0.452,87.303,47.287,18.816,111.664
6249,0000-09-17 08:30:00,231.707,15.323,11.356,4.056,5.961,101549.085,0.233,138.469,90.055,26.906,125.372
6250,0000-09-17 09:30:00,331.083,16.101,11.779,4.516,5.272,101558.271,0.264,175.434,151.184,33.652,140.978
6251,0000-09-17 10:30:00,368.405,16.624,12.143,4.631,5.319,101563.642,0.24,194.244,167.991,38.278,158.578
6252,0000-09-17 11:30:00,362.464,16.745,12.328,4.841,5.728,101567.262,0.237,192.963,166.43,40.156,177.81
6253,0000-09-17 12:30:00,371.841,17.167,12.734,4.687,5.185,101565.686,0.187,182.881,182.939,38.929,197.222
6254,0000-09-17 13:30:00,339.525,17.29,13.027,4.738,5.438,101558.357,0.174,167.471,164.742,34.822,215.283
6255,0000-09-17 14:30:00,263.538,17.086,13.21,4.638,5.643,101554.548,0.276,145.197,113.414,28.473,231.272
6256,0000-09-17 15:30:00,185.359,16.666,13.393,4.52,5.481,101552.871,0.15,100.456,80.303,20.605,245.328
6257,0000-09-17 16:30:00,87.566,15.987,13.483,4.075,5.376,101557.739,0.223,60.311,25.59,11.833,258.012
6258,0000-09-17 17:30:00,20.086,14.814,13.449,3.397,5.075,101565.081,0.203,15.396,4.442,2.644,269.971
6259,0000-09-17 18:30:00,0.019,13.888,12.629,3.158,4.915,101588.576,0.34,0.015,0,-6.545,281.841
6260,0000-09-17 19:30:00,0.011,13.344,11.965,2.714,4.412,101600.186,0.103,0,0,-15.343,294.251
6261,0000-09-17 20:30:00,0,12.891,11.367,2.637,4.057,101605.614,0.107,0,0,-23.274,307.763
6262,0000-09-17 21:30:00,0,12.494,10.689,2.542,3.253,101607.729,0.046,0,0,-29.773,322.855
6263,0000-09-17 22:30:00,0.005,12.14,10.074,2.357,3.885,101603.957,0.061,0,0,-34.228,339.763
6264,0000-09-17 23:30:00,0.014,11.827,9.515,2.378,3.862,101591.785,0.043,0,0,-36.03,337.415
6265,0000-09-18 00:30:00,0,11.598,9.252,2.492,3.648,101584.443,0.023,0,0,-34.89,16.365
6266,0000-09-18 01:30:00,0.011,11.436,9.076,2.416,3.875,101576.781,0.03,0,0,-30.996,33.644
6267,0000-09-18 02:30:00,0.039,11.333,8.975,2.453,4.21,101564.558,0.157,0,0,-24.899,49.177
6268,0000-09-18 03:30:00,0.011,11.403,8.989,2.365,3.933,101557.795,0.064,0,0,-17.249,63.02
6269,0000-09-18 04:30:00,0.023,11.336,8.866,2.489,4.881,101559.501,0.137,0,0,-8.63,75.628
6270,0000-09-18 05:30:00,6.369,11.362,8.687,2.584,4.829,101580.2,0.16,5.779,0.384,0.484,87.581
6271,0000-09-18 06:30:00,65.561,12.701,9.235,2.725,4.594,101608.204,0.223,52.198,12.946,9.681,99.488
6272,0000-09-18 07:30:00,167.624,13.967,9.632,3.067,4.665,101650.474,0.059,107.163,64.313,18.55,111.974
6273,0000-09-18 08:30:00,285.691,15.397,10.493,3.739,4.8,101654.124,0.023,154.596,137.807,26.616,125.676
6274,0000-09-18 09:30:00,381.872,16.573,10.969,4.145,4.389,101657.22,0.046,178.487,206.652,33.33,141.256
6275,0000-09-18 10:30:00,434.775,17.204,11.325,4.469,4.624,101652.452,0.011,210.814,224.809,37.921,158.798
6276,0000-09-18 11:30:00,437.956,17.697,11.772,4.78,5.032,101651.157,0.053,211.068,230.585,39.772,177.938
6277,0000-09-18 12:30:00,411.248,17.881,12.244,4.814,4.147,101637.063,0.04,211.394,207.323,38.533,197.243
6278,0000-09-18 13:30:00,373.963,17.992,12.721,4.976,4.9,101626.967,0,182.174,193.572,34.429,215.217
6279,0000-09-18 14:30:00,296.228,17.805,13.129,4.925,4.711,101618.533,0,164.166,132.256,28.091,231.149
6280,0000-09-18 15:30:00,210.184,17.275,13.445,4.696,3.8,101620.5,0.087,116.034,94.338,20.234,245.175
6281,0000-09-18 16:30:00,98.739,16.41,13.684,4.182,4.033,101631.533,0.019,67.414,32.236,11.47,257.846
6282,0000-09-18 17:30:00,18.678,15.16,13.844,3.342,4.866,101649.971,0.016,15.968,2.927,2.284,269.803
6283,0000-09-18 18:30:00,0.005,14.115,13.038,3.042,4.59,101683.6,0.016,0,0,-6.907,281.678
6284,0000-09-18 19:30:00,0,13.388,12.296,2.526,4.395,101706.636,0.142,0,0,-15.704,294.08
6285,0000-09-18 20:30:00,0,13.274,11.857,2.474,4.034,101699.987,0.027,0,0,-23.635,307.603
6286,0000-09-18 21:30:00,0,12.943,11.3,2.679,4.286,101700.058,0.004,0,0,-30.181,322.827
6287,0000-09-18 22:30:00,0.005,12.662,10.666,2.483,4.586,101697.505,0,0,0,-34.626,339.768
6288,0000-09-18 23:30:00,0.005,12.562,10.015,2.382,4.567,101692.548,0.061,0,0,-36.419,337.516
6289,0000-09-19 00:30:00,0.005,12.305,9.848,2.521,4.577,101687.923,0.019,0,0,-35.255,16.555
6290,0000-09-19 01:30:00,0,12.006,9.729,2.369,3.872,101675.056,0.043,0,0,-31.329,33.896
6291,0000-09-19 02:30:00,0.047,11.757,9.714,2.444,4.604,101662.953,0,0,0,-25.2,49.464
6292,0000-09-19 03:30:00,0.039,11.664,9.715,2.508,4.852,101656.638,0.007,0,0,-17.524,63.321
6293,0000-09-19 04:30:00,0.023,11.567,9.527,2.519,5.567,101659.306,0.11,0,0,-8.887,75.934
6294,0000-09-19 05:30:00,5.946,11.656,9.424,2.549,5.381,101675.652,0.007,5.326,0.621,0.234,87.89
6295,0000-09-19 06:30:00,61.034,12.874,9.815,2.77,5.757,101698.748,0.166,48.318,13.104,9.427,99.799
6296,0000-09-19 07:30:00,151.995,14.022,10.284,3.195,5.496,101720.796,0.243,94.343,56.658,18.282,112.286
6297,0000-09-19 08:30:00,226.896,15.065,10.793,3.576,5.463,101747.176,0.166,141.956,80.247,26.331,125.989
6298,0000-09-19 09:30:00,324.615,15.994,11.268,3.938,5.715,101748.481,0.174,171.271,147.559,32.99,141.486
6299,0000-09-19 10:30:00,365.141,16.786,11.61,4.377,5.152,101740.561,0.284,212.893,148.51,37.563,159.017
6300,0000-09-19 11:30:00,405.071,17.284,11.901,4.463,5.639,101732.035,0.313,220.722,183.015,39.386,178.065
6301,0000-09-19 12:30:00,418.311,17.806,12.348,4.681,5.295,101718.991,0.174,202.475,213.157,38.136,197.264
6302,0000-09-19 13:30:00,376.013,17.974,12.726,4.63,4.99,101704.704,0.17,181.039,196.67,34.035,215.151
6303,0000-09-19 14:30:00,295.732,17.785,12.956,4.758,4.648,101684.472,0.114,151.662,143.508,27.708,231.027
6304,0000-09-19 15:30:00,197.046,17.351,13.222,4.479,4.558,101675.263,0.137,112.193,84.702,19.863,245.023
6305,0000-09-19 16:30:00,95.737,16.517,13.385,4.18,4.11,101679.239,0.076,65.132,30.967,11.107,257.68
6306,0000-09-19 17:30:00,19.772,15.12,13.478,3.664,3.953,101694.747,0.096,14.431,5.043,1.924,269.634
6307,0000-09-19 18:30:00,0.005,14.032,12.725,3.255,4.095,101725.443,0.014,0,0,-7.27,281.513
6308,0000-09-19 19:30:00,0,13.359,12.009,2.954,4.105,101735.481,0.011,0,0,-16.073,293.932
6309,0000-09-19 20:30:00,0.039,13.156,11.379,2.768,4.443,101745.714,0.016,0,0,-24.023,307.494
6310,0000-09-19 21:30:00,0.018,12.78,10.813,2.779,4.243,101746.662,0.004,0,0,-30.558,322.712
6311,0000-09-19 22:30:00,0.011,12.596,10.248,2.692,4.643,101743.571,0.053,0,0,-35.023,339.773
6312,0000-09-19 23:30:00,0.011,12.613,9.731,2.676,4.575,101732.309,0.014,0,0,-36.808,337.617
6313,0000-09-20 00:30:00,0.029,12.282,9.654,2.808,4.296,101728.885,0.011,0,0,-35.621,16.746
6314,0000-09-20 01:30:00,0.011,11.922,9.591,2.845,4.882,101719.939,0.011,0,0,-31.662,34.151
6315,0000-09-20 02:30:00,0,11.875,9.498,2.724,4.962,101707.795,0.027,0,0,-25.501,49.752
6316,0000-09-20 03:30:00,0,11.868,9.522,2.765,5.571,101702.61,0.014,0,0,-17.798,63.624
6317,0000-09-20 04:30:00,0,11.968,9.492,2.848,5.362,101706.214,0.019,0,0,-9.145,76.241
6318,0000-09-20 05:30:00,4.559,11.84,9.472,2.919,4.873,101731.053,0.057,4.506,0.111,-0.017,88.199
6319,0000-09-20 06:30:00,53.017,13.063,9.823,3.034,5.584,101753.124,0.166,43.098,10.266,9.172,100.109
6320,0000-09-20 07:30:00,130.303,14.328,10.107,3.365,5.931,101781.142,0.028,90.838,41.239,18.015,112.594
6321,0000-09-20 08:30:00,225.344,15.441,10.866,3.941,5.519,101799.896,0.019,135.08,86.62,26.033,126.278
6322,0000-09-20 09:30:00,315.929,16.5,11.322,4.285,5.655,101801.295,0.027,174.973,137.903,32.682,141.805
6323,0000-09-20 10:30:00,358.186,17.191,11.676,4.558,5.877,101793.106,0.019,191.854,165.085,37.195,159.174
6324,0000-09-20 11:30:00,357.175,17.602,11.877,4.635,5.686,101791.425,0.046,191.644,164.502,39,178.189
6325,0000-09-20 12:30:00,370.018,17.851,12.449,4.915,5.614,101769.929,0.08,186.826,177.926,37.739,197.285
6326,0000-09-20 13:30:00,342.244,17.956,12.955,4.947,5.119,101751.929,0.05,173.432,163.824,33.641,215.085
6327,0000-09-20 14:30:00,287.253,17.996,13.313,4.806,5.277,101736.739,0.053,141.73,143.011,27.325,230.906
6328,0000-09-20 15:30:00,198.331,17.659,13.633,4.752,4.329,101730.233,0.014,106.897,91.103,19.492,244.872
6329,0000-09-20 16:30:00,89.788,16.863,13.906,4.342,4.414,101735.086,0.027,58.974,30.559,10.743,257.515
6330,0000-09-20 17:30:00,15.931,15.54,14.088,3.417,4.685,101748.634,0.027,12.437,2.907,1.564,269.464
6331,0000-09-20 18:30:00,0.018,14.733,13.308,3.119,4.167,101768.547,0.038,0,0,-7.633,281.348
6332,0000-09-20 19:30:00,0.025,14.201,12.762,3.1,4.392,101784.577,0.029,0,0,-16.45,293.775
6333,0000-09-20 20:30:00,0.034,14.12,12.361,3.187,4.501,101783.262,0.027,0,0,-24.37,307.3
6334,0000-09-20 21:30:00,0.034,13.817,11.789,3.142,4.7,101777.814,0.076,0,0,-30.983,322.727
6335,0000-09-20 22:30:00,0.034,13.389,11.193,2.933,5.033,101775.91,0.057,0,0,-35.421,339.778
6336,0000-09-20 23:30:00,0.023,12.905,10.663,2.904,4.4,101768.067,0.11,0,0,-37.198,337.718
6337,0000-09-21 00:30:00,0,12.515,10.372,2.73,4.553,101754.448,0.187,0,0,-35.987,16.939
6338,0000-09-21 01:30:00,0,12.107,10.085,2.821,4.591,101733.743,0.214,0,0,-31.995,34.408
6339,0000-09-21 02:30:00,0,11.91,9.819,2.746,4.558,101724.91,0.019,0,0,-25.801,50.042
6340,0000-09-21 03:30:00,0,11.644,9.581,2.734,4.501,101713.467,0.027,0,0,-18.073,63.927
6341,0000-09-21 04:30:00,0,11.516,9.342,2.866,4.577,101721.588,0.051,0,0,-9.403,76.548
6342,0000-09-21 05:30:00,4.921,11.568,9.078,2.981,5.072,101739.537,0.035,4.559,0.049,-0.268,88.508
6343,0000-09-21 06:30:00,60.768,12.683,9.403,3.196,4.995,101762.201,0.037,48.242,11.537,8.917,100.419
6344,0000-09-21 07:30:00,159.375,14.159,9.93,3.529,4.957,101781.695,0,102.929,54.958,17.744,112.904
6345,0000-09-21 08:30:00,270.335,15.496,10.415,3.909,4.738,101800.92,0.004,148.341,120.032,25.745,126.59
6346,0000-09-21 09:30:00,357.892,16.563,10.798,4.163,4.496,101799.096,0,178.481,178.896,32.34,142.032
6347,0000-09-21 10:30:00,427.814,17.358,11.197,4.435,4.348,101780.582,0,199.893,226.44,36.844,159.448
6348,0000-09-21 11:30:00,453.872,17.865,11.542,4.715,4.386,101767.905,0.046,208.071,244.603,38.613,178.312
6349,0000-09-21 12:30:00,432.752,18.397,12.057,4.613,4.194,101738,0.019,197.193,232.259,37.34,197.305
6350,0000-09-21 13:30:00,390.712,18.474,12.497,4.698,4.062,101713.477,0.011,180.896,205.644,33.246,215.02
6351,0000-09-21 14:30:00,291.253,18.337,12.9,4.675,4.005,101692.009,0.03,154.673,133.047,26.941,230.784
6352,0000-09-21 15:30:00,191.489,17.936,13.187,4.706,3.476,101673.71,0.094,108.866,83.019,19.12,244.72
6353,0000-09-21 16:30:00,95.023,17.129,13.399,4.061,4,101665.233,0.048,60.669,34.557,10.38,257.349
6354,0000-09-21 17:30:00,15.676,15.542,13.532,3.493,3.715,101673.686,0.007,12.225,3.177,1.203,269.294
6355,0000-09-21 18:30:00,0,14.52,12.524,3.237,4.099,101711.842,0.17,0,0,-8.001,281.18
6356,0000-09-21 19:30:00,0.011,14.143,12.06,3.121,3.538,101707.329,0.021,0,0,-16.808,293.617
6357,0000-09-21 20:30:00,0,13.922,11.498,3.192,3.272,101699.801,0.02,0,0,-24.808,307.284
6358,0000-09-21 21:30:00,0,13.766,10.996,3.306,3.51,101692.843,0.054,0,0,-31.345,322.565
6359,0000-09-21 22:30:00,0,13.376,10.459,3.31,4.171,101678.633,0.12,0,0,-35.82,339.782
6360,0000-09-21 23:30:00,0,13.027,9.957,3.322,4.287,101665.023,0.034,0,0,-37.588,337.821
6361,0000-09-22 00:30:00,0,12.805,9.898,3.032,4.852,101664.646,0.039,0,0,-36.36,17.137
6362,0000-09-22 01:30:00,0,12.632,9.933,2.949,4.453,101632.202,0.03,0,0,-32.344,34.621
6363,0000-09-22 02:30:00,0.018,12.423,9.958,2.772,5.577,101614.625,0.054,0,0,-26.082,50.374
6364,0000-09-22 03:30:00,0,12.436,9.949,2.77,5.796,101603.019,0.051,0,0,-18.348,64.231
6365,0000-09-22 04:30:00,0.018,12.368,9.929,2.771,5.824,101597.229,0.094,0,0,-9.661,76.856
6366,0000-09-22 05:30:00,4.216,12.493,9.988,2.982,5.772,101605.785,0.08,4.049,0.022,-0.52,88.817
6367,0000-09-22 06:30:00,54.002,13.502,10.305,3.095,5.967,101626.299,0.017,43.798,11.038,8.661,100.728
6368,0000-09-22 07:30:00,141.212,14.805,10.863,3.56,5.843,101641.781,0.039,97.922,46.334,17.474,113.211
6369,0000-09-22 08:30:00,219.463,15.714,11.352,3.846,5.324,101659.595,0.109,133.116,90.608,25.45,126.888
6370,0000-09-22 09:30:00,308.65,16.738,11.785,4.055,4.981,101656.386,0.084,160.985,152.337,32.013,142.303
6371,0000-09-22 10:30:00,396.692,17.591,12.216,4.493,4.786,101641.734,0.119,178.031,213.533,36.484,159.659
6372,0000-09-22 11:30:00,400.351,17.928,12.345,4.686,4.485,101630.305,0.182,180.402,223.549,38.226,178.433
6373,0000-09-22 12:30:00,390.449,18.156,12.659,4.784,5.282,101612.596,0.115,178.043,214.432,36.943,197.324
6374,0000-09-22 13:30:00,328.285,18.061,12.974,4.788,5.219,101603.442,0.079,156.622,174.783,32.851,214.955
6375,0000-09-22 14:30:00,258.123,17.792,13.236,4.471,4.486,101584.59,0.203,125.472,128.386,26.558,230.664
6376,0000-09-22 15:30:00,172.921,17.269,13.414,4.075,4.343,101573.8,0.131,91.507,77.473,18.748,244.569
6377,0000-09-22 16:30:00,75.851,16.317,13.485,3.415,4.335,101577.982,0.066,50.517,22.641,10.016,257.183
6378,0000-09-22 17:30:00,10.907,14.951,13.359,2.849,4.666,101594.952,0.221,7.894,2.617,0.843,269.124
6379,0000-09-22 18:30:00,0,14.143,12.584,2.674,4.634,101626.524,0.12,0,0,-8.36,281.015
6380,0000-09-22 19:30:00,0,13.703,12.04,2.639,4.768,101646.143,0.091,0,0,-17.185,293.474
6381,0000-09-22 20:30:00,0,13.245,11.57,2.51,4.634,101657.328,0.189,0,0,-25.169,307.119
6382,0000-09-22 21:30:00,0,13.014,11.093,2.496,4.905,101661.234,0.252,0,0,-31.738,322.49
6383,0000-09-22 22:30:00,0,12.968,10.668,2.346,4.757,101649.714,0.29,0,0,-36.218,339.787
6384,0000-09-22 23:30:00,0,12.784,10.343,2.617,4.7,101639.19,0.05,0,0,-37.978,337.924
6385,0000-09-23 00:30:00,0,12.64,10.299,2.527,4.568,101629.524,0.041,0,0,-36.72,17.329
6386,0000-09-23 01:30:00,0,12.58,10.234,2.553,4.967,101613.615,0.08,0,0,-32.662,34.926
6387,0000-09-23 02:30:00,0.023,12.433,10.171,2.404,4.748,101603.762,0.175,0,0,-26.403,50.625
6388,0000-09-23 03:30:00,0,12.349,10.051,2.555,4.996,101592.762,0.043,0,0,-18.623,64.536
6389,0000-09-23 04:30:00,0,12.312,9.971,2.481,5.266,101598.042,0.023,0,0,-9.919,77.164
6390,0000-09-23 05:30:00,3.895,12.308,9.873,2.649,5.434,101618.52,0.157,3.82,0.003,-0.772,89.125
6391,0000-09-23 06:30:00,51.606,13.375,10.196,2.862,5.567,101644.799,0.023,41.404,8.847,8.405,101.037
6392,0000-09-23 07:30:00,121.351,14.348,10.646,3.212,5.468,101666.657,0.251,82.478,36.065,17.203,113.518
6393,0000-09-23 08:30:00,239.174,15.412,11.005,4.017,5.352,101681.41,0.058,135.718,99.668,25.155,127.184
6394,0000-09-23 09:30:00,312.778,15.918,11.374,4.309,5.068,101691.376,0.38,171.808,135.723,31.686,142.57
6395,0000-09-23 10:30:00,368.394,16.731,11.595,4.469,5.452,101676.366,0.153,202.362,166.528,36.122,159.869
6396,0000-09-23 11:30:00,369.253,17.122,11.784,4.854,5.724,101662.706,0.155,208.648,161.3,37.839,178.553
6397,0000-09-23 12:30:00,368.362,17.345,12.102,5.063,5.352,101645.428,0.138,184.019,176.791,36.544,197.343
6398,0000-09-23 13:30:00,312.71,17.061,12.404,5.049,5.357,101628.333,0.084,151.915,156.037,32.456,214.889
6399,0000-09-23 14:30:00,259.631,16.851,12.7,5.153,4.715,101608.429,0.202,130.863,123.693,26.174,230.543
6400,0000-09-23 15:30:00,167.26,16.382,12.936,4.622,4.772,101598.189,0.118,100.823,62.453,18.376,244.417
6401,0000-09-23 16:30:00,72.302,15.608,13.171,3.732,4.91,101595.714,0.22,50.264,19.717,9.652,257.017
6402,0000-09-23 17:30:00,8.094,14.464,13.209,3.324,4.89,101609.667,0.231,6.863,0.846,0.482,268.953
6403,0000-09-23 18:30:00,0,13.787,12.55,3.039,5.242,101630.106,0.237,0,0,-8.727,280.846
6404,0000-09-23 19:30:00,0,13.273,12.003,2.955,5.048,101635.913,0.118,0,0,-17.549,293.309
6405,0000-09-23 20:30:00,0,13.111,11.56,3.074,4.986,101625.963,0.071,0,0,-25.571,307.031
6406,0000-09-23 21:30:00,0,13.108,11.169,3.218,5.523,101614.819,0.198,0,0,-32.132,322.413
6407,0000-09-23 22:30:00,0,13.01,10.725,3.372,5.376,101596.628,0.175,0,0,-36.617,339.79
6408,0000-09-23 23:30:00,0,12.781,10.253,3.291,4.957,101575.106,0.153,0,0,-38.368,338.027
6409,0000-09-24 00:30:00,0,12.474,10.131,3.327,4.634,101563.248,0.12,0,0,-37.086,17.527
6410,0000-09-24 01:30:00,0,12.342,10.013,3.358,4.458,101540.391,0.027,0,0,-32.995,35.187
6411,0000-09-24 02:30:00,0,12.005,9.885,3.465,4.375,101520.819,0.007,0,0,-26.703,50.919
6412,0000-09-24 03:30:00,0,11.955,9.795,3.544,4.795,101498.81,0.044,0,0,-18.898,64.842
6413,0000-09-24 04:30:00,0,11.912,9.754,3.412,5.447,101494.952,0.002,0,0,-10.178,77.473
6414,0000-09-24 05:30:00,2.943,11.982,9.643,3.495,5.134,101504.238,0.004,2.861,0.01,-1.025,89.434
6415,0000-09-24 06:30:00,53.437,12.771,9.953,3.658,4.901,101516.905,0.008,44.147,8.67,8.147,101.345
6416,0000-09-24 07:30:00,143.971,14.057,10.49,4.027,4.795,101527.096,0.01,100.201,42.026,16.931,113.823
6417,0000-09-24 08:30:00,250.765,15.282,10.954,4.437,4.867,101532.571,0.064,148.449,99.089,24.858,127.479
6418,0000-09-24 09:30:00,323.958,16.144,11.295,4.757,5.333,101520.572,0.03,172.336,146.816,31.357,142.835
6419,0000-09-24 10:30:00,384.262,16.763,11.46,5.112,5.35,101529.315,0.08,182.621,196.015,35.762,160.075
6420,0000-09-24 11:30:00,367.213,17.019,11.713,5.116,6.094,101516.656,0.066,200.646,159.579,37.453,178.671
6421,0000-09-24 12:30:00,327.814,17.142,12.053,4.89,5.956,101498.675,0.376,185.823,135.254,36.146,197.363
6422,0000-09-24 13:30:00,273.293,16.942,12.294,4.863,5.891,101491.878,0.177,158.77,108.226,32.06,214.825
6423,0000-09-24 14:30:00,219.857,16.817,12.586,5.046,5.828,101483.798,0.255,124.428,89.201,25.789,230.425
6424,0000-09-24 15:30:00,154.398,16.469,12.837,4.868,5.507,101490.411,0.152,87.261,63.867,18.002,244.267
6425,0000-09-24 16:30:00,68.598,15.589,13.023,4.088,4.931,101505.191,0.156,48.671,18.572,9.285,256.85
6426,0000-09-24 17:30:00,7.772,14.593,13.196,3.445,5.01,101529.821,0.251,6.597,0.987,0.119,268.781
6427,0000-09-24 18:30:00,0,13.903,12.644,3.346,5.217,101554.255,0.631,0,0,-9.089,280.677
6428,0000-09-24 19:30:00,0,13.47,12.086,3.514,5.04,101571.644,0.197,0,0,-17.93,293.159
6429,0000-09-24 20:30:00,0,12.898,11.537,3.327,4.597,101574.528,0.25,0,0,-25.938,306.86
6430,0000-09-24 21:30:00,0,12.563,10.99,2.974,4.896,101583.642,0.091,0,0,-32.532,322.331
6431,0000-09-24 22:30:00,0,12.4,10.511,3.01,4.685,101580.213,0.08,0,0,-37.024,339.791
6432,0000-09-24 23:30:00,0,12.049,9.981,2.933,4.551,101574.035,0.044,0,0,-38.767,342.743
6433,0000-09-25 00:30:00,0,11.633,9.645,2.596,4.035,101566.692,0.02,0,0,-37.459,17.729
6434,0000-09-25 01:30:00,0,11.268,9.401,2.901,4.03,101549.812,0.118,0,0,-33.335,35.456
6435,0000-09-25 02:30:00,0,11.145,9.102,2.804,4.153,101544.285,0.118,0,0,-27.008,51.219
6436,0000-09-25 03:30:00,0,11,8.919,2.685,4.261,101534.486,0.227,0,0,-19.176,65.153
6437,0000-09-25 04:30:00,0,11.103,8.677,2.61,4.98,101532.86,0.075,0,0,-10.439,77.785
6438,0000-09-25 05:30:00,2.586,11.277,8.456,2.893,4.773,101552.362,0.055,2.416,0.077,-1.28,89.745
6439,0000-09-25 06:30:00,47.908,12.457,8.833,2.829,5.355,101579.965,0.152,38.264,9.019,7.887,101.654
6440,0000-09-25 07:30:00,132.678,13.435,9.02,2.961,4.833,98212.437,0.087,90.967,41.375,16.101,110.324
6441,0000-09-25 08:30:00,255.839,15.125,9.972,3.894,5.305,101573.9,0.038,141.275,119.072,24.608,127.864
6442,0000-09-25 09:30:00,319.92,15.796,10.34,4.52,5.376,101575.199,0.047,181.446,143.22,31.028,143.098
6443,0000-09-25 10:30:00,345.207,16.359,10.656,4.356,5.195,101562.909,0.325,193.884,153.586,35.397,160.279
6444,0000-09-25 11:30:00,410.392,17.035,10.921,4.738,5.557,101551.376,0.175,201.152,209.448,37.063,178.786
6445,0000-09-25 12:30:00,349.595,17.017,11.315,4.962,5.805,101535.671,0.06,202.314,143.016,35.747,197.379
6446,0000-09-25 13:30:00,319.348,17.088,11.809,4.948,5.376,101520.19,0.08,172.408,141.937,31.666,214.758
6447,0000-09-25 14:30:00,238.311,16.733,12.236,4.735,5.395,101509.247,0.215,135.549,98.127,25.406,230.302
6448,0000-09-25 15:30:00,159.268,16.49,12.539,4.33,5.494,101500.252,0.208,95.38,61.798,17.632,244.114
6449,0000-09-25 16:30:00,61.823,15.653,12.928,3.671,5.503,101474.755,0.139,47.273,12.999,8.873,256.757
6450,0000-09-25 17:30:00,7.772,14.595,13.109,3.165,5.305,101490.561,0.286,7.641,0.184,-0.235,268.611
6451,0000-09-25 18:30:00,0,13.933,12.672,3.223,4.915,101441.617,0.278,0,0,-9.436,280.515
6452,0000-09-25 19:30:00,0,13.307,11.946,2.99,4.858,101521.759,0.165,0,0,-18.324,293.063
6453,0000-09-25 20:30:00,0,12.981,11.448,2.845,4.94,101528.391,0.073,0,0,-26.296,306.716
6454,0000-09-25 21:30:00,0,12.842,10.956,2.769,5.113,101565.442,0.094,0,0,-32.919,322.256
6455,0000-09-25 22:30:00,0.005,12.41,10.173,2.424,5.058,101564.03,0.058,0,0,-37.413,339.795
6456,0000-09-25 23:30:00,0.017,12.258,9.841,2.622,5.494,101526.544,0.129,0,0,-39.141,333.623
6457,0000-09-26 00:30:00,0.028,12.297,9.855,2.716,5.839,101529.432,0.1,0,0,-37.81,17.921
6458,0000-09-26 01:30:00,0.034,11.833,9.636,2.638,5.524,101548.331,0.088,0,0,-33.66,35.714
6459,0000-09-26 02:30:00,0.005,11.798,9.568,2.55,5.481,101537.666,0.046,0,0,-27.303,51.509
6460,0000-09-26 03:30:00,0,11.805,9.692,2.695,5.59,101501.977,0.375,0,0,-19.443,65.449
